src_ip,dst_ip,dst_port,proto,service,duration,orig_bytes,resp_bytes,conn_state,label,timestamp,external_connection,traffic_spike,device_name,risk_level
192.168.1.195,185.244.25.235,80,tcp,,3.118724,0.0,0.0,S0,Benign,2018-12-21 15:00:01.383121014,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,80,tcp,http,1.22805,151.0,124067.0,SF,Benign,2018-12-21 15:00:08.582021952,True,True,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,80,tcp,,3.093744,0.0,0.0,S0,Benign,2018-12-21 15:00:09.888278008,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.097488,0.0,0.0,S0,Malicious,2018-12-21 15:00:10.924437046,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:00:17.061944008,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:00:18.101866007,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:00:25.622068882,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.124484,0.0,0.0,S0,Malicious,2018-12-21 15:00:26.417366028,True,False,IoT_Camera_195,RISK
192.168.1.195,147.231.100.5,123,udp,,0.001496,48.0,48.0,SF,Benign,2018-12-21 14:59:38.459173918,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:00:33.622015953,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.122724,0.0,0.0,S0,Malicious,2018-12-21 15:00:36.419172049,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:00:42.262095927,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:00:43.622071981,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.120734,0.0,0.0,S0,Malicious,2018-12-21 15:00:46.421227932,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:00:53.621891975,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.118725,0.0,0.0,S0,Malicious,2018-12-21 15:00:56.423281908,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:01:03.621933937,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.116726,0.0,0.0,S0,Malicious,2018-12-21 15:01:06.425338030,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:01:14.902009964,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.115707,0.0,0.0,S0,Malicious,2018-12-21 15:01:14.906275034,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:01:22.101918936,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.113737,0.0,0.0,S0,Malicious,2018-12-21 15:01:24.908313990,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:01:32.101968050,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.111728,0.0,0.0,S0,Malicious,2018-12-21 15:01:34.910367966,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:01:42.102022886,True,False,IoT_Camera_195,RISK
192.168.1.195,147.231.100.5,123,udp,,0.001498,48.0,48.0,SF,Benign,2018-12-21 15:00:47.459137917,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.109484,0.0,0.0,S0,Malicious,2018-12-21 15:01:44.912672997,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:01:52.102082968,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.107231,0.0,0.0,S0,Malicious,2018-12-21 15:01:54.914727926,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:02.102135897,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.105229,0.0,0.0,S0,Malicious,2018-12-21 15:02:04.916784048,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:12.101959944,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.103231,0.0,0.0,S0,Malicious,2018-12-21 15:02:14.918836117,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:22.102010965,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,3.158703,0.0,0.0,S0,Benign,2018-12-21 15:02:23.743309021,True,False,IoT_Camera_195,SAFE
192.168.1.195,195.113.144.201,123,udp,,,,,S0,Benign,2018-12-21 15:01:29.497225046,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.101231,0.0,0.0,S0,Malicious,2018-12-21 15:02:24.920891047,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,http,0.885992,149.0,84592.0,SF,Benign,2018-12-21 15:02:30.982189894,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,80,tcp,,3.107729,0.0,0.0,S0,Benign,2018-12-21 15:02:31.954385042,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:32.102054119,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.098977,0.0,0.0,S0,Malicious,2018-12-21 15:02:34.923202038,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:02:39.142040014,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:42.102104902,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.096735,0.0,0.0,S0,Malicious,2018-12-21 15:02:44.925249100,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:02:47.702166080,True,False,IoT_Camera_195,SAFE
192.168.1.195,147.231.100.5,123,udp,,0.073952,48.0,48.0,SF,Benign,2018-12-21 15:01:54.459240913,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:02:52.102159023,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.094737,0.0,0.0,S0,Malicious,2018-12-21 15:02:54.927318096,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:03:02.102215052,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:03:04.342187881,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.092739,0.0,0.0,S0,Malicious,2018-12-21 15:03:04.929356098,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:03:12.102020025,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.094738,0.0,0.0,S0,Malicious,2018-12-21 15:03:23.647442102,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:03:30.822115898,True,False,IoT_Camera_195,RISK
192.168.1.195,195.113.144.201,123,udp,,,,,S0,Benign,2018-12-21 15:02:36.459317923,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.092739,0.0,0.0,S0,Malicious,2018-12-21 15:03:33.649497032,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:03:36.982099056,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:03:40.822165012,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.090486,0.0,0.0,S0,Malicious,2018-12-21 15:03:43.651556015,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:03:50.822217941,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.088476,0.0,0.0,S0,Malicious,2018-12-21 15:03:53.653635025,True,False,IoT_Camera_195,RISK
192.168.1.195,147.231.100.5,123,udp,,0.023984,48.0,48.0,SF,Benign,2018-12-21 15:03:00.459403038,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:04:00.822048903,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.107985,0.0,0.0,S0,Malicious,2018-12-21 15:04:05.714235067,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:04:12.902142048,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.112743,0.0,0.0,S0,Malicious,2018-12-21 15:04:21.949487925,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:04:29.142143011,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.095254,0.0,0.0,S0,Malicious,2018-12-21 15:04:37.247025013,True,False,IoT_Camera_195,RISK
192.168.1.195,195.113.144.201,123,udp,,,,,S0,Benign,2018-12-21 15:03:42.459479094,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.107988,0.0,0.0,S0,Malicious,2018-12-21 15:04:45.314179897,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,3.158697,0.0,0.0,S0,Benign,2018-12-21 15:04:47.103426933,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:04:52.502100945,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:04:54.342298031,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.105976,0.0,0.0,S0,Malicious,2018-12-21 15:04:55.316250086,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:05:02.502151966,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:05:02.742259979,True,False,IoT_Camera_195,SAFE
192.168.1.195,147.231.100.5,123,udp,,0.001484,48.0,48.0,SF,Benign,2018-12-21 15:04:08.459439039,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,irc,1.128098,75.0,243.0,S3,Malicious,2018-12-21 15:00:09.843813896,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.103981,0.0,0.0,S0,Malicious,2018-12-21 15:05:05.318288088,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:05:12.502207994,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:05:19.382277012,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.083745,0.0,0.0,S0,Malicious,2018-12-21 15:05:19.418504000,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,irc,1.484655,75.0,243.0,S3,Malicious,2018-12-21 15:00:24.977436066,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,irc,4.095418,75.0,243.0,S3,Malicious,2018-12-21 15:00:20.926492929,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:05:26.582175016,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.081995,0.0,0.0,S0,Malicious,2018-12-21 15:05:29.420308113,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:05:36.582242966,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.1597,0.0,0.0,S0,Malicious,2018-12-21 15:05:39.422610044,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:05:46.662240982,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:05:52.022197962,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.095753,0.0,0.0,S0,Malicious,2018-12-21 15:05:57.646477938,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:06:04.822149038,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.093494,0.0,0.0,S0,Malicious,2018-12-21 15:06:07.648780107,True,False,IoT_Camera_195,RISK
192.168.1.195,147.231.100.5,123,udp,,0.001746,48.0,48.0,SF,Benign,2018-12-21 15:05:14.459331989,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,irc,1.329994,75.0,243.0,S3,Malicious,2018-12-21 15:01:13.621989965,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:06:14.822195053,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.091487,0.0,0.0,S0,Malicious,2018-12-21 15:06:17.650834084,True,False,IoT_Camera_195,RISK
192.168.1.195,89.221.210.188,123,udp,,,,,S0,Benign,2018-12-21 15:05:24.459393978,True,False,IoT_Camera_195,SAFE
192.168.1.195,81.2.254.224,123,udp,,,,,S0,Benign,2018-12-21 15:05:27.508413075,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:06:24.822259903,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.089256,0.0,0.0,S0,Malicious,2018-12-21 15:06:27.652884960,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:06:34.822300911,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.087235,0.0,0.0,S0,Malicious,2018-12-21 15:06:37.654943943,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.109975,0.0,0.0,S0,Malicious,2018-12-21 15:06:45.712351084,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:06:52.902251959,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.107967,0.0,0.0,S0,Malicious,2018-12-21 15:06:55.714411020,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,3.118724,0.0,0.0,S0,Benign,2018-12-21 15:07:01.223510027,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:02.902303934,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.105494,0.0,0.0,S0,Malicious,2018-12-21 15:07:05.716701984,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:07:08.422158957,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:12.902363062,True,False,IoT_Camera_195,RISK
192.168.1.195,147.231.100.5,123,udp,,0.001498,48.0,48.0,SF,Benign,2018-12-21 15:06:20.459485054,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:07:16.502315044,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.144719,0.0,0.0,S0,Malicious,2018-12-21 15:07:19.757450104,True,False,IoT_Camera_195,RISK
192.168.1.195,81.2.254.224,123,udp,,,,,S0,Benign,2018-12-21 15:06:31.497446060,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:26.982335091,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.142724,0.0,0.0,S0,Malicious,2018-12-21 15:07:29.759504080,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:07:33.142327070,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:36.982156992,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.140713,0.0,0.0,S0,Malicious,2018-12-21 15:07:39.761554003,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:46.982204914,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.138715,0.0,0.0,S0,Malicious,2018-12-21 15:07:49.763609886,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:07:56.982254028,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.136714,0.0,0.0,S0,Malicious,2018-12-21 15:07:59.765659094,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,http,1.143354,152.0,100178.0,SF,Benign,2018-12-21 15:08:05.782233000,True,True,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,3.118474,0.0,0.0,S0,Malicious,2018-12-21 15:08:08.583884001,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,http,1.958139,149.0,83792.0,SF,Benign,2018-12-21 15:08:07.012280941,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,irc,1.080627,75.0,243.0,S3,Malicious,2018-12-21 15:03:14.931413889,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,irc,1.105621,74.0,242.0,S3,Malicious,2018-12-21 15:03:15.966567993,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,http,4.16038,149.0,103381.0,SF,Benign,2018-12-21 15:08:09.057367086,True,True,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,80,tcp,,3.118976,0.0,0.0,S0,Benign,2018-12-21 15:08:13.303210974,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,irc,4.562408,75.0,243.0,S3,Malicious,2018-12-21 15:03:17.029711962,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.106482,0.0,0.0,S0,Malicious,2018-12-21 15:08:16.755728960,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,irc,2.141281,75.0,243.0,S3,Malicious,2018-12-21 15:03:21.550887108,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:08:20.502343893,True,False,IoT_Camera_195,SAFE
192.168.1.195,147.231.100.5,123,udp,,0.046954,48.0,48.0,SF,Benign,2018-12-21 15:07:26.459403038,True,False,IoT_Camera_195,SAFE
192.168.1.195,185.244.25.235,6667,tcp,,,,,S0,Malicious,2018-12-21 15:08:23.942385912,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,6667,tcp,,3.104485,0.0,0.0,S0,Malicious,2018-12-21 15:08:26.757786989,True,False,IoT_Camera_195,RISK
192.168.1.195,185.244.25.235,80,tcp,,,,,S0,Benign,2018-12-21 15:08:28.822361946,True,False,IoT_Camera_195,SAFE
192.168.1.195,81.2.254.224,123,udp,,,,,S0,Benign,2018-12-21 15:07:38.496783018,True,False,IoT_Camera_195,SAFE
